id_comision,id_cli,cod_prod,fec_cobro,vr_comision,tip_comision,estado_cobro
COM-000027,101356,PROD-005,2026-03-05,3600.0,Comision Retiro Cajero,Rechazado
COM-000028,108959,PROD-031,2026-07-01,6700.0,Comision Retiro Cajero,Cobrado
COM-000029,107137,PROD-024,2026-07-24,19000.0,Comision Manejo Cuenta,Pendiente
COM-000030,100543,PROD-039,2026-01-22,23000.0,Comision Administracion,Cobrado
COM-000031,109971,PROD-034,2026-02-16,7700.0,Comision Retiro Cajero,Cobrado
COM-000032,107730,PROD-046,2025-12-21,5800.0,Comision Retiro Cajero,Cobrado
COM-000033,105160,PROD-002,2026-02-18,8200.0,Comision Transferencia,Pendiente
COM-000034,103462,PROD-023,2026-03-16,4600.0,Comision Retiro Cajero,Cobrado
COM-000035,103014,PROD-012,2025-09-08,13600.0,Comision Manejo Cuenta,Cobrado
COM-000036,103255,PROD-009,2025-12-05,3900.0,Comision Transferencia,Cobrado
COM-000037,109332,PROD-023,2026-08-08,14300.0,Comision Manejo Cuenta,Cobrado
COM-000038,101770,PROD-018,2025-09-01,28300.0,Comision Administracion,Cobrado
COM-000039,102005,PROD-027,2026-02-19,8800.0,Comision Manejo Cuenta,Rechazado
COM-000040,100339,PROD-017,2025-12-26,16300.0,Comision Administracion,Rechazado
COM-000041,102968,PROD-048,2026-06-01,5100.0,Comision Retiro Cajero,Cobrado
COM-000042,108044,PROD-013,2025-11-01,38500.0,Comision Administracion,Cobrado
COM-000043,108105,PROD-034,2026-03-23,4700.0,Comision Retiro Cajero,Cobrado
COM-000044,109295,PROD-001,2026-03-03,35900.0,Comision Administracion,Pendiente
COM-000045,102869,PROD-010,2026-06-14,42700.0,Comision Administracion,Cobrado
COM-000046,105543,PROD-041,2026-04-17,10800.0,Comision Transferencia,Cobrado
COM-000047,103842,PROD-046,2026-06-13,8700.0,Comision Manejo Cuenta,Cobrado
COM-000048,102017,PROD-002,2025-12-08,17700.0,Comision Administracion,Cobrado
COM-000049,100882,PROD-036,2026-05-20,11700.0,Comision Manejo Cuenta,Pendiente
COM-000050,108763,PROD-010,2025-12-05,1600.0,Comision Consulta Saldo,Cobrado
COM-000051,104475,PROD-040,2025-10-19,10700.0,Comision Transferencia,Cobrado
COM-000052,109352,PROD-006,2025-11-27,14800.0,Comision Manejo Cuenta,Cobrado
COM-000053,105615,PROD-036,2026-01-03,2300.0,Comision Retiro Cajero,Cobrado
COM-000054,101877,PROD-027,2025-09-04,4500.0,Comision Retiro Cajero,Cobrado
COM-000055,104961,PROD-037,2026-06-01,40300.0,Comision Administracion,Cobrado
COM-000056,108015,PROD-039,2026-03-14,9700.0,Comision Manejo Cuenta,Cobrado
COM-000057,108321,PROD-008,2026-08-05,7400.0,Comision Retiro Cajero,Cobrado
COM-000058,107434,PROD-002,2026-07-01,28000.0,Comision Administracion,Cobrado
COM-000059,109239,PROD-034,2026-08-05,37900.0,Comision Administracion,Cobrado
COM-000060,101084,PROD-019,2026-07-05,6700.0,Comision Retiro Cajero,Cobrado
COM-000061,108031,PROD-033,2026-07-15,700.0,Comision Consulta Saldo,Cobrado
COM-000062,104016,PROD-023,2026-07-05,38900.0,Comision Administracion,Pendiente
COM-000063,102734,PROD-030,2026-01-20,15700.0,Comision Administracion,Cobrado
COM-000064,101608,PROD-043,2026-06-13,7100.0,Comision Transferencia,Cobrado
COM-000065,107545,PROD-018,2026-06-04,15700.0,Comision Manejo Cuenta,Cobrado
COM-000066,100389,PROD-036,2025-10-01,10300.0,Comision Manejo Cuenta,Cobrado
COM-000067,104703,PROD-003,2026-07-13,38200.0,Comision Administracion,Cobrado
COM-000068,108884,PROD-031,2025-11-01,1300.0,Comision Consulta Saldo,Cobrado
COM-000069,101786,PROD-034,2026-08-17,16500.0,Comision Manejo Cuenta,Cobrado
COM-000070,109812,PROD-031,2026-05-01,31100.0,Comision Administracion,Cobrado
COM-000071,105930,PROD-038,2026-02-24,11700.0,Comision Manejo Cuenta,Cobrado
COM-000072,103356,PROD-047,2026-08-04,15600.0,Comision Manejo Cuenta,Cobrado
COM-000073,101682,PROD-033,2026-02-18,2100.0,Comision Consulta Saldo,Cobrado
COM-000074,106636,PROD-022,2026-03-03,14500.0,Comision Manejo Cuenta,Cobrado
COM-000075,105900,PROD-007,2026-02-05,39500.0,Comision Administracion,Pendiente
COM-000076,101526,PROD-040,2025-12-05,6500.0,Comision Retiro Cajero,Pendiente
COM-000077,105906,PROD-004,2026-08-19,25500.0,Comision Administracion,Cobrado
COM-000078,100925,PROD-026,2026-02-06,5800.0,Comision Retiro Cajero,Cobrado
COM-000079,104389,PROD-017,2025-09-03,3300.0,Comision Retiro Cajero,Rechazado
COM-000080,103427,PROD-030,2025-10-05,40500.0,Comision Administracion,Pendiente
COM-000081,104907,PROD-029,2025-11-09,2400.0,Comision Consulta Saldo,Cobrado
COM-000082,107216,PROD-021,2025-10-09,18400.0,Comision Manejo Cuenta,Cobrado
COM-000083,100897,PROD-010,2026-02-04,1700.0,Comision Consulta Saldo,Cobrado
COM-000084,100010,PROD-002,2026-04-09,27700.0,Comision Administracion,Cobrado
COM-000085,107494,PROD-034,2025-10-17,4600.0,Comision Retiro Cajero,Pendiente
COM-000086,104222,PROD-019,2025-10-03,700.0,Comision Consulta Saldo,Pendiente
COM-000087,102029,PROD-011,2025-12-06,27700.0,Comision Administracion,Cobrado
COM-000088,108151,PROD-028,2026-07-08,2400.0,Comision Consulta Saldo,Cobrado
COM-000089,108246,PROD-037,2026-01-05,14200.0,Comision Manejo Cuenta,Cobrado
COM-000090,105128,PROD-036,2026-08-08,15700.0,Comision Administracion,Cobrado
COM-000091,109976,PROD-044,2025-09-01,7200.0,Comision Retiro Cajero,Cobrado
COM-000092,109742,PROD-038,2026-03-02,16400.0,Comision Manejo Cuenta,Cobrado
COM-000093,107566,PROD-040,2026-05-12,31700.0,Comision Administracion,Cobrado
COM-000094,106177,PROD-003,2025-12-01,3100.0,Comision Retiro Cajero,Cobrado
COM-000095,102973,PROD-040,2026-03-07,3700.0,Comision Transferencia,Cobrado
COM-000096,106734,PROD-004,2026-04-11,5000.0,Comision Transferencia,Cobrado
COM-000097,102882,PROD-039,2026-01-22,26900.0,Comision Administracion,Pendiente
COM-000098,102278,PROD-048,2025-11-30,3700.0,Comision Transferencia,Pendiente
COM-000099,106375,PROD-001,2026-08-30,6500.0,Comision Transferencia,Cobrado
COM-000100,107456,PROD-041,2026-08-02,26200.0,Comision Administracion,Cobrado
COM-000101,102006,PROD-033,2026-02-01,4400.0,Comision Retiro Cajero,Cobrado
COM-000102,101409,PROD-027,2026-08-09,4500.0,Comision Retiro Cajero,Cobrado
COM-000103,109019,PROD-007,2025-11-10,18200.0,Comision Manejo Cuenta,Pendiente
COM-000104,102864,PROD-043,2026-05-01,30000.0,Comision Administracion,Cobrado
COM-000105,107196,PROD-039,2026-03-08,39900.0,Comision Administracion,Pendiente
COM-000106,106479,PROD-034,2025-10-30,14100.0,Comision Manejo Cuenta,Cobrado
COM-000107,107087,PROD-048,2026-08-06,11200.0,Comision Transferencia,Cobrado
COM-000108,105183,PROD-026,2026-08-22,7100.0,Comision Retiro Cajero,Cobrado
COM-000109,102171,PROD-046,2026-03-28,11700.0,Comision Transferencia,Cobrado
COM-000110,105456,PROD-042,2025-09-01,5900.0,Comision Retiro Cajero,Cobrado
COM-000111,104136,PROD-032,2026-04-01,6700.0,Comision Retiro Cajero,Cobrado
COM-000112,101518,PROD-023,2026-01-22,44100.0,Comision Administracion,Cobrado
COM-000113,106464,PROD-040,2025-11-18,20000.0,Comision Manejo Cuenta,Cobrado
COM-000114,109855,PROD-015,2025-11-01,5100.0,Comision Retiro Cajero,Cobrado
COM-000115,103453,PROD-033,2026-08-01,1000.0,Comision Consulta Saldo,Cobrado
COM-000116,105022,PROD-033,2025-11-01,15300.0,Comision Manejo Cuenta,Cobrado
COM-000117,109210,PROD-004,2026-07-16,23600.0,Comision Administracion,Cobrado
COM-000118,102904,PROD-032,2026-07-16,6200.0,Comision Retiro Cajero,Cobrado
COM-000119,106625,PROD-040,2026-05-19,1400.0,Comision Consulta Saldo,Cobrado
COM-000120,109651,PROD-026,2026-07-25,33300.0,Comision Administracion,Cobrado
COM-000121,109082,PROD-024,2025-10-16,39000.0,Comision Administracion,Cobrado
COM-000122,101748,PROD-022,2025-10-28,8800.0,Comision Manejo Cuenta,Pendiente
COM-000123,109664,PROD-007,2026-01-26,10900.0,Comision Manejo Cuenta,Pendiente
COM-000124,103001,PROD-006,2025-11-14,800.0,Comision Consulta Saldo,Cobrado
COM-000125,102754,PROD-047,2025-12-17,800.0,Comision Consulta Saldo,Cobrado
COM-000126,101518,PROD-009,2025-09-12,1700.0,Comision Consulta Saldo,Cobrado
COM-000127,105706,PROD-008,2025-09-15,19500.0,Comision Manejo Cuenta,Cobrado
COM-000128,104831,PROD-036,2026-04-24,34200.0,Comision Administracion,Cobrado
COM-000129,105683,PROD-050,2025-11-12,2500.0,Comision Retiro Cajero,Cobrado
COM-000130,105147,PROD-007,2026-08-10,600.0,Comision Consulta Saldo,Cobrado
COM-000131,109160,PROD-009,2026-05-10,7800.0,Comision Retiro Cajero,Rechazado
COM-000132,101489,PROD-021,2026-01-27,9900.0,Comision Transferencia,Cobrado
COM-000133,107028,PROD-033,2025-11-03,7900.0,Comision Transferencia,Cobrado
COM-000134,105769,PROD-034,2025-09-04,30600.0,Comision Administracion,Cobrado
COM-000135,107194,PROD-028,2026-03-21,9100.0,Comision Transferencia,Cobrado
COM-000136,108038,PROD-002,2026-07-23,20800.0,Comision Administracion,Cobrado
COM-000137,105348,PROD-004,2026-05-23,5600.0,Comision Retiro Cajero,Cobrado
COM-000138,107020,PROD-007,2026-04-09,1400.0,Comision Consulta Saldo,Cobrado
COM-000139,109548,PROD-008,2026-06-06,3900.0,Comision Transferencia,Cobrado
COM-000140,105483,PROD-028,2026-07-10,6400.0,Comision Retiro Cajero,Cobrado
COM-000141,100966,PROD-022,2026-04-16,11800.0,Comision Transferencia,Cobrado
COM-000142,103071,PROD-043,2026-02-04,4500.0,Comision Retiro Cajero,Cobrado
COM-000143,108486,PROD-031,2026-08-13,16300.0,Comision Manejo Cuenta,Cobrado
COM-000144,101958,PROD-015,2026-07-21,21000.0,Comision Administracion,Cobrado
COM-000145,100432,PROD-035,2026-06-05,1500.0,Comision Consulta Saldo,Cobrado
COM-000146,102326,PROD-044,2026-03-11,10000.0,Comision Manejo Cuenta,Pendiente
COM-000147,104736,PROD-005,2026-07-02,16400.0,Comision Administracion,Rechazado
COM-000148,109906,PROD-020,2025-10-02,16300.0,Comision Administracion,Cobrado
COM-000149,100103,PROD-017,2026-08-26,1200.0,Comision Consulta Saldo,Cobrado
COM-000150,103149,PROD-036,2025-09-05,10600.0,Comision Manejo Cuenta,Cobrado
COM-000151,106073,PROD-009,2026-05-28,900.0,Comision Consulta Saldo,Cobrado
COM-000152,107330,PROD-040,2026-02-04,600.0,Comision Consulta Saldo,Cobrado
COM-000153,104941,PROD-039,2026-06-03,6000.0,Comision Retiro Cajero,Cobrado
COM-000154,106910,PROD-008,2025-09-01,13100.0,Comision Manejo Cuenta,Cobrado
COM-000155,106853,PROD-023,2026-08-01,17100.0,Comision Manejo Cuenta,Cobrado
COM-000156,104207,PROD-003,2026-06-04,36700.0,Comision Administracion,Cobrado
COM-000157,108041,PROD-015,2026-07-05,3600.0,Comision Retiro Cajero,Cobrado
COM-000158,100958,PROD-002,2026-01-20,6500.0,Comision Transferencia,Cobrado
COM-000159,106837,PROD-024,2026-05-06,30600.0,Comision Administracion,Pendiente
COM-000160,105654,PROD-047,2025-11-02,44000.0,Comision Administracion,Cobrado
COM-000161,105554,PROD-029,2026-08-11,41000.0,Comision Administracion,Cobrado
COM-000162,101110,PROD-005,2026-05-24,2400.0,Comision Consulta Saldo,Cobrado
COM-000163,104371,PROD-005,2025-11-11,11900.0,Comision Transferencia,Cobrado
COM-000164,103354,PROD-015,2025-12-25,11400.0,Comision Transferencia,Cobrado
COM-000165,107743,PROD-013,2026-05-02,3800.0,Comision Retiro Cajero,Cobrado
COM-000166,101870,PROD-039,2026-04-04,8100.0,Comision Transferencia,Cobrado
COM-000167,100194,PROD-017,2026-07-02,31000.0,Comision Administracion,Cobrado
COM-000168,108721,PROD-024,2026-01-15,4800.0,Comision Retiro Cajero,Cobrado
COM-000169,103510,PROD-022,2026-08-04,6600.0,Comision Transferencia,Cobrado
COM-000170,100628,PROD-044,2026-04-01,15800.0,Comision Manejo Cuenta,Pendiente
COM-000171,106794,PROD-021,2026-07-31,19800.0,Comision Manejo Cuenta,Cobrado
COM-000172,108808,PROD-023,2026-01-01,41900.0,Comision Administracion,Cobrado
COM-000173,101790,PROD-002,2026-06-24,11700.0,Comision Manejo Cuenta,Cobrado
COM-000174,100796,PROD-039,2026-03-19,10600.0,Comision Manejo Cuenta,Cobrado
COM-000175,108589,PROD-040,2026-05-18,8000.0,Comision Manejo Cuenta,Cobrado
COM-000176,109087,PROD-038,2026-07-17,2300.0,Comision Retiro Cajero,Cobrado
COM-000177,107602,PROD-013,2025-09-09,17700.0,Comision Administracion,Cobrado
COM-000178,104542,PROD-044,2025-11-05,7600.0,Comision Retiro Cajero,Cobrado
COM-000179,106478,PROD-033,2025-11-03,25400.0,Comision Administracion,Cobrado
COM-000180,101069,PROD-020,2025-09-04,15200.0,Comision Manejo Cuenta,Cobrado
COM-000181,105098,PROD-004,2026-04-02,1700.0,Comision Consulta Saldo,Pendiente
COM-000182,107237,PROD-030,2026-05-22,12900.0,Comision Manejo Cuenta,Cobrado
COM-000183,105449,PROD-047,2026-05-05,9100.0,Comision Manejo Cuenta,Cobrado
COM-000184,106888,PROD-024,2025-12-20,43100.0,Comision Administracion,Cobrado
COM-000185,106183,PROD-025,2026-08-03,20300.0,Comision Administracion,Cobrado
COM-000186,100488,PROD-002,2025-11-30,32300.0,Comision Administracion,Cobrado
COM-000187,109450,PROD-013,2026-03-30,800.0,Comision Consulta Saldo,Cobrado
COM-000188,103650,PROD-006,2026-02-04,2000.0,Comision Retiro Cajero,Pendiente
COM-000189,107006,PROD-027,2026-06-10,16500.0,Comision Manejo Cuenta,Cobrado
COM-000190,109475,PROD-047,2026-04-02,4100.0,Comision Transferencia,Cobrado
COM-000191,106155,PROD-035,2026-01-24,34200.0,Comision Administracion,Cobrado
COM-000192,107537,PROD-017,2026-06-01,15700.0,Comision Manejo Cuenta,Pendiente
COM-000193,102417,PROD-005,2025-12-17,2200.0,Comision Retiro Cajero,Cobrado
COM-000194,103956,PROD-047,2025-12-13,5500.0,Comision Retiro Cajero,Rechazado
COM-000195,101155,PROD-002,2026-07-28,19100.0,Comision Administracion,Cobrado
COM-000196,108495,PROD-050,2026-02-05,18800.0,Comision Administracion,Rechazado
COM-000197,104786,PROD-037,2025-12-04,15200.0,Comision Manejo Cuenta,Cobrado
COM-000198,106853,PROD-036,2026-05-05,16900.0,Comision Manejo Cuenta,Cobrado
COM-000199,107996,PROD-040,2025-10-01,7100.0,Comision Retiro Cajero,Pendiente
COM-000200,100384,PROD-011,2025-11-14,17400.0,Comision Manejo Cuenta,Cobrado
COM-000201,109794,PROD-035,2025-10-19,32300.0,Comision Administracion,Cobrado
COM-000202,102389,PROD-015,2026-05-04,2200.0,Comision Consulta Saldo,Cobrado
COM-000203,102482,PROD-019,2026-02-08,8600.0,Comision Transferencia,Cobrado
COM-000204,108029,PROD-030,2025-11-21,2100.0,Comision Consulta Saldo,Cobrado
COM-000205,109912,PROD-020,2026-01-18,27300.0,Comision Administracion,Cobrado
COM-000206,107368,PROD-039,2026-02-05,3100.0,Comision Retiro Cajero,Cobrado
COM-000207,107011,PROD-032,2026-06-02,13900.0,Comision Manejo Cuenta,Cobrado
COM-000208,106685,PROD-022,2025-11-15,6400.0,Comision Transferencia,Cobrado
COM-000209,104946,PROD-020,2026-08-04,26800.0,Comision Administracion,Pendiente
COM-000210,106168,PROD-003,2025-11-03,33700.0,Comision Administracion,Cobrado
COM-000211,108623,PROD-018,2026-01-01,19200.0,Comision Administracion,Cobrado
COM-000212,106428,PROD-007,2025-10-02,7000.0,Comision Retiro Cajero,Cobrado
COM-000213,101763,PROD-038,2026-02-21,8400.0,Comision Manejo Cuenta,Cobrado
COM-000214,105573,PROD-043,2026-07-05,6100.0,Comision Retiro Cajero,Cobrado
COM-000215,102416,PROD-001,2026-06-15,11100.0,Comision Manejo Cuenta,Cobrado
COM-000216,102621,PROD-040,2025-11-04,18300.0,Comision Manejo Cuenta,Cobrado
COM-000217,106755,PROD-031,2026-02-04,36500.0,Comision Administracion,Cobrado
COM-000218,102416,PROD-018,2026-04-01,11500.0,Comision Transferencia,Cobrado
COM-000219,105419,PROD-027,2026-07-24,34700.0,Comision Administracion,Cobrado
COM-000220,103366,PROD-043,2025-11-05,7600.0,Comision Retiro Cajero,Cobrado
COM-000221,103776,PROD-019,2025-11-27,34900.0,Comision Administracion,Cobrado
COM-000222,104025,PROD-030,2026-08-28,9300.0,Comision Transferencia,Cobrado
COM-000223,108646,PROD-022,2026-08-23,2300.0,Comision Consulta Saldo,Cobrado
COM-000224,108649,PROD-024,2025-12-16,9300.0,Comision Manejo Cuenta,Cobrado
COM-000225,102399,PROD-012,2026-07-12,5400.0,Comision Retiro Cajero,Cobrado
COM-000226,103727,PROD-035,2025-09-07,40300.0,Comision Administracion,Cobrado
COM-000227,108642,PROD-050,2025-12-21,24600.0,Comision Administracion,Cobrado
COM-000228,108877,PROD-014,2026-08-14,17500.0,Comision Manejo Cuenta,Cobrado
COM-000229,104082,PROD-003,2026-01-22,26000.0,Comision Administracion,Cobrado
COM-000230,106232,PROD-049,2026-05-31,20200.0,Comision Administracion,Cobrado
COM-000231,109974,PROD-047,2026-02-13,18800.0,Comision Manejo Cuenta,Cobrado
COM-000232,102789,PROD-013,2026-07-03,6600.0,Comision Transferencia,Cobrado
COM-000233,100879,PROD-031,2026-07-02,24800.0,Comision Administracion,Cobrado
COM-000234,108839,PROD-005,2026-03-07,22800.0,Comision Administracion,Cobrado
COM-000235,102269,PROD-043,2026-04-10,39600.0,Comision Administracion,Pendiente
COM-000236,109494,PROD-043,2025-11-28,11500.0,Comision Transferencia,Pendiente
COM-000237,104484,PROD-039,2026-01-12,6500.0,Comision Transferencia,Pendiente
COM-000238,101818,PROD-017,2026-03-12,31600.0,Comision Administracion,Cobrado
COM-000239,101959,PROD-025,2025-10-02,4200.0,Comision Retiro Cajero,Cobrado
COM-000240,108733,PROD-015,2025-11-04,11500.0,Comision Manejo Cuenta,Pendiente
COM-000241,109971,PROD-044,2025-11-28,9300.0,Comision Transferencia,Cobrado
COM-000242,105256,PROD-037,2026-07-16,16100.0,Comision Administracion,Cobrado
COM-000243,103398,PROD-019,2026-04-14,13400.0,Comision Manejo Cuenta,Cobrado
COM-000244,105328,PROD-049,2026-02-25,700.0,Comision Consulta Saldo,Pendiente
COM-000245,109699,PROD-012,2026-08-03,18600.0,Comision Manejo Cuenta,Rechazado
COM-000246,104266,PROD-022,2025-10-29,23200.0,Comision Administracion,Cobrado
COM-000247,104826,PROD-014,2026-06-09,16100.0,Comision Administracion,Cobrado
COM-000248,104432,PROD-040,2026-02-01,2500.0,Comision Consulta Saldo,Cobrado
COM-000249,103556,PROD-013,2026-03-02,6100.0,Comision Retiro Cajero,Cobrado
COM-000250,108113,PROD-005,2026-03-14,4300.0,Comision Retiro Cajero,Cobrado
COM-000251,100381,PROD-042,2026-01-24,38000.0,Comision Administracion,Cobrado
COM-000252,109712,PROD-010,2026-03-04,9300.0,Comision Manejo Cuenta,Cobrado
COM-000253,106870,PROD-020,2026-06-02,42700.0,Comision Administracion,Cobrado
COM-000254,106783,PROD-049,2026-02-07,3100.0,Comision Retiro Cajero,Rechazado
COM-000255,103509,PROD-042,2026-03-03,34000.0,Comision Administracion,Pendiente
COM-000256,103661,PROD-036,2026-03-05,2500.0,Comision Retiro Cajero,Cobrado
COM-000257,106869,PROD-020,2025-12-10,11800.0,Comision Manejo Cuenta,Cobrado
COM-000258,101945,PROD-006,2026-02-02,1900.0,Comision Consulta Saldo,Cobrado
COM-000259,107448,PROD-014,2026-06-07,17200.0,Comision Manejo Cuenta,Cobrado
COM-000260,101419,PROD-035,2026-07-28,1800.0,Comision Consulta Saldo,Cobrado
COM-000261,109284,PROD-045,2026-02-17,44900.0,Comision Administracion,Cobrado
COM-000262,103586,PROD-004,2025-11-01,24600.0,Comision Administracion,Cobrado
COM-000263,106209,PROD-017,2026-06-03,38000.0,Comision Administracion,Cobrado
COM-000264,100972,PROD-005,2025-12-09,22700.0,Comision Administracion,Cobrado
COM-000265,108258,PROD-015,2025-09-04,5100.0,Comision Retiro Cajero,Rechazado
COM-000266,107951,PROD-019,2026-02-07,3900.0,Comision Retiro Cajero,Cobrado
COM-000267,108458,PROD-016,2025-12-02,15300.0,Comision Manejo Cuenta,Cobrado
COM-000268,105383,PROD-037,2026-02-05,34000.0,Comision Administracion,Cobrado
COM-000269,109364,PROD-012,2025-12-02,10300.0,Comision Manejo Cuenta,Cobrado
COM-000270,100680,PROD-002,2026-05-20,35800.0,Comision Administracion,Cobrado
COM-000271,108348,PROD-039,2025-12-04,5300.0,Comision Transferencia,Cobrado
COM-000272,109978,PROD-019,2026-08-31,41900.0,Comision Administracion,Cobrado
COM-000273,105624,PROD-038,2026-04-17,18400.0,Comision Manejo Cuenta,Cobrado
COM-000274,109162,PROD-022,2026-01-03,5000.0,Comision Retiro Cajero,Cobrado
COM-000275,105370,PROD-024,2026-01-04,20500.0,Comision Administracion,Cobrado
COM-000276,108084,PROD-005,2026-04-03,600.0,Comision Consulta Saldo,Cobrado
COM-000277,107605,PROD-045,2025-09-05,1400.0,Comision Consulta Saldo,Pendiente
COM-000278,101539,PROD-041,2026-05-05,1900.0,Comision Consulta Saldo,Pendiente
COM-000279,104431,PROD-022,2026-02-13,3700.0,Comision Retiro Cajero,Cobrado
COM-000280,103555,PROD-045,2025-09-02,40500.0,Comision Administracion,Cobrado
COM-000281,107003,PROD-005,2026-05-14,5300.0,Comision Transferencia,Cobrado
COM-000282,106267,PROD-021,2025-11-01,7100.0,Comision Transferencia,Cobrado
COM-000283,102639,PROD-016,2026-03-14,3100.0,Comision Retiro Cajero,Cobrado
COM-000284,103772,PROD-020,2026-04-29,16100.0,Comision Administracion,Cobrado
COM-000285,109414,PROD-031,2025-11-02,8300.0,Comision Manejo Cuenta,Pendiente
COM-000286,100151,PROD-041,2026-08-12,23500.0,Comision Administracion,Cobrado
COM-000287,109058,PROD-027,2025-09-20,37700.0,Comision Administracion,Rechazado
COM-000288,103867,PROD-030,2026-06-29,1400.0,Comision Consulta Saldo,Cobrado
COM-000289,101355,PROD-047,2026-08-17,9600.0,Comision Manejo Cuenta,Cobrado
COM-000290,106592,PROD-029,2025-09-05,4700.0,Comision Transferencia,Cobrado
COM-000291,100752,PROD-026,2026-08-23,1800.0,Comision Consulta Saldo,Pendiente
COM-000292,108719,PROD-034,2026-04-04,700.0,Comision Consulta Saldo,Cobrado
COM-000293,100434,PROD-035,2025-10-13,4700.0,Comision Retiro Cajero,Cobrado
COM-000294,107954,PROD-038,2025-12-03,19800.0,Comision Administracion,Cobrado
COM-000295,102597,PROD-049,2026-01-29,2400.0,Comision Consulta Saldo,Cobrado
COM-000296,104515,PROD-043,2026-06-21,24600.0,Comision Administracion,Pendiente
COM-000297,109130,PROD-044,2026-03-06,18200.0,Comision Manejo Cuenta,Cobrado
COM-000298,108333,PROD-048,2026-07-22,11300.0,Comision Manejo Cuenta,Cobrado
COM-000299,104184,PROD-022,2026-06-04,30800.0,Comision Administracion,Cobrado
COM-000300,103618,PROD-049,2025-10-15,44200.0,Comision Administracion,Pendiente
COM-000301,103702,PROD-003,2026-05-21,17400.0,Comision Manejo Cuenta,Cobrado
COM-000302,104006,PROD-045,2026-04-17,37100.0,Comision Administracion,Cobrado
COM-000303,107338,PROD-048,2026-07-03,36400.0,Comision Administracion,Rechazado
COM-000304,101388,PROD-021,2026-06-16,16700.0,Comision Manejo Cuenta,Cobrado
COM-000305,103539,PROD-021,2026-02-16,43700.0,Comision Administracion,Cobrado
COM-000306,101541,PROD-017,2026-04-02,14200.0,Comision Manejo Cuenta,Cobrado
COM-000307,104554,PROD-024,2026-08-25,20000.0,Comision Manejo Cuenta,Cobrado
COM-000308,102697,PROD-006,2026-05-14,41200.0,Comision Administracion,Cobrado
COM-000309,100914,PROD-050,2026-07-04,5100.0,Comision Retiro Cajero,Cobrado
COM-000310,109893,PROD-042,2025-10-01,39300.0,Comision Administracion,Cobrado
COM-000311,101682,PROD-019,2026-03-16,600.0,Comision Consulta Saldo,Pendiente
COM-000312,105252,PROD-012,2025-12-18,17600.0,Comision Administracion,Cobrado
COM-000313,104518,PROD-007,2026-04-07,3800.0,Comision Retiro Cajero,Cobrado
COM-000314,109710,PROD-049,2026-05-03,2000.0,Comision Consulta Saldo,Cobrado
COM-000315,102359,PROD-050,2025-10-02,2400.0,Comision Consulta Saldo,Cobrado
COM-000316,102232,PROD-016,2026-03-31,36400.0,Comision Administracion,Cobrado
COM-000317,103939,PROD-039,2026-06-05,3900.0,Comision Retiro Cajero,Cobrado
COM-000318,107444,PROD-002,2025-09-30,24300.0,Comision Administracion,Cobrado
COM-000319,103088,PROD-048,2026-07-26,11200.0,Comision Transferencia,Cobrado
